INSTNM,INEXPFTE,ADM_RATE_ALL,MD_EARN_WNE_4YR,MEDIAN_HH_INC,FAMINC,MD_FAMINC,STUFACR,UGDS_MEN,UGDS_WOMEN
Kishwaukee College,7574.0,,40288.0,60437.72,30226.763224,21947.5,16.0,0.4194,0.5806
Knox College,16620.0,0.70238484155504,41174.0,71884.68,75120.396584,60911,11.0,0.4333,0.5667
Educators of Beauty College of Cosmetology-Peru,4284.0,,16794.0,54654.58,25992.181818,15040,15.0,0.0,1.0
College of Lake County,10463.0,,40758.0,78817.43,32179.867519,26170,15.0,0.4404,0.5596
Lake Forest College,10760.0,0.64433226250573,52935.0,84677.74,85705.652027,59959,12.0,0.4164,0.5836
Lake Forest Graduate School of Management,8159.0,,136637.0,,,,,,
Lake Land College,11629.0,,36407.0,50113.15,32824.109403,23420,18.0,0.3907,0.6093
Lakeview College of Nursing,10884.0,,65730.0,59600.28,51325.057471,37106,8.0,0.1974,0.8026
Lewis and Clark Community College,10545.0,,40003.0,53907.99,41321.371055,27764.5,14.0,0.3819,0.6181
Lewis University,10272.0,0.71259568545581,58433.0,79812.86,71415.377049,54593.5,13.0,0.4912,0.5088
Lincoln Christian University,5403.0,,,60672.01,52255.915254,46593.5,12.0,0.5775,0.4225
Lincoln College,5654.0,0.74262461851475,33323.0,67725.68,41090.869087,27775,15.0,0.4931,0.5069
Lincoln Land Community College,6113.0,,40907.0,54411.49,32450.417706,23070,16.0,0.3794,0.6206
Lincoln College of Technology-Melrose Park,4853.0,,37816.0,67201.63,31919.30887,20981,29.0,0.7196,0.2804
Loyola University Chicago,11963.0,0.76980224196277,60771.0,76055.22,87753.290646,60527.5,14.0,0.3179,0.6821
Lutheran School of Theology at Chicago,37020.0,,,,,,,,
Trinity College of Nursing & Health Sciences,8454.0,,55938.0,57598.68,51076.693252,34861,11.0,0.1574,0.8426
Steven Papageorge Hair Academy,1317.0,,12405.0,57969.78,27191.06,18619.5,10.0,0.0946,0.9054
Generations College,3279.0,,32946.0,56799.54,24988.680556,17748.5,15.0,0.093,0.907
McCormick Theological Seminary,22532.0,,,,,,,,
McHenry County College,7576.0,,41443.0,84509.84,38362.227183,27840,26.0,0.4516,0.5484
McKendree University,5187.0,0.77677053824362,52132.0,58622.67,62899.26754,49041,15.0,0.4993,0.5007
Meadville Theological School of Lombard College,18745.0,,,,,,,,
Methodist College,12569.0,1.0,63016.0,,55342.411268,30855,8.0,0.1128,0.8872
Millikin University,11602.0,0.74811413578222,46587.0,63904.96,66334.066599,49741,9.0,0.4369,0.5631
Monmouth College,15491.0,0.65637371338083,43045.0,66145.51,70047.596869,59988,9.0,0.4867,0.5133
Moody Bible Institute,7689.0,0.97651006711409,42027.0,,30343.179173,27275,16.0,0.5149,0.4851
Moraine Valley Community College,8048.0,,40457.0,65970.72,32695.436342,24460.5,17.0,0.4518,0.5482
Morrison Institute of Technology,10323.0,,44173.0,58287.75,53585.1875,46201,10.0,0.9189,0.0811
Morton College,8834.0,,43465.0,54824.25,27220.68127,24000,18.0,0.4078,0.5922
National Louis University,5753.0,0.97035573122529,46733.0,67361.96,33141.15651,24269.5,16.0,0.2614,0.7386
National University of Health Sciences,14929.0,,42295.0,74633.44,40900.59292,20789,6.0,0.3158,0.6842
Cosmetology Concepts Niles,1791.0,,17115.0,74364.36,20805.140351,11942,12.0,0.1091,0.8909
North Central College,10017.0,0.68402548890353,50833.0,86906.76,88202.239394,77267,13.0,0.4845,0.5155
North Park University,7989.0,0.67135455218356,52863.0,70754.04,61726.71133,45181,10.0,0.4057,0.5943
Northern Baptist Theological Seminary,6510.0,,,,,,,,
Northern Illinois University,16652.0,0.7044509335457,54063.0,75712.57,56267.050527,39109,15.0,0.471,0.529
Northwestern University,37609.0,0.06971618103954,83318.0,81811.63,95373.666865,58835.5,6.0,0.4662,0.5338
Northeastern Illinois University,19598.0,0.62106501912327,50174.0,61978.62,31060.578404,21900,11.0,0.4159,0.5841
Oakton Community College,13008.0,,47409.0,77067.04,25017.033128,21708,13.0,0.4784,0.5216
Oehrlein School of Cosmetology,2909.0,,,62279.3,41214.971429,15966.5,15.0,0.0444,0.9556
Olivet Nazarene University,7826.0,0.60550926713144,54728.0,66225.19,76972.085143,66010.5,15.0,0.4275,0.5725
Parkland College,9199.0,,39056.0,56258.8,39005.13664,26271,14.0,0.4939,0.5061
Prairie State College,6109.0,,40683.0,67449.38,27572.06611,19756,10.0,0.3539,0.6461
Principia College,37206.0,0.84057971014492,,,,,5.0,0.5314,0.4686
Professional's Choice Hair Design Academy,8914.0,,24963.0,73208.9,34950,19691,5.0,0.0,1.0
Quincy University,6207.0,0.59797297297297,42183.0,58100.78,64558.657895,50859,14.0,0.5062,0.4938
Rend Lake College,4723.0,,34356.0,44439.02,23737.840326,19509.5,17.0,0.4385,0.5615
Richland Community College,10519.0,,44274.0,52279.31,27056.709779,20145,13.0,0.3239,0.6761
Rock Valley College,8455.0,,40658.0,60774.69,31235.614245,25439,17.0,0.4428,0.5572
Rockford University,7191.0,0.66784869976359,50760.0,64497.21,53551.674061,38167,10.0,0.4383,0.5617
Roosevelt University,11847.0,0.9229031347077,46346.0,70632.13,50808.913104,33434,11.0,0.3942,0.6058
Dominican University,13583.0,0.80936280884265,52737.0,69994.18,51778.397918,38451,10.0,0.3112,0.6888
Rush University,15489.0,,86837.0,76900.3,38936.303371,30382,5.0,0.2458,0.7542
Saint Francis Medical Center College of Nursing,15865.0,,63404.0,61006.71,54967.07027,36400,7.0,0.1544,0.8456
University of St Francis,6213.0,0.68233799237611,61367.0,76865.85,69402.396936,57522,13.0,0.3101,0.6899
St. John's College-Department of Nursing,22373.0,,61558.0,63132.78,57656.674419,45350,8.0,0.0968,0.9032
Saint Xavier University,6629.0,0.84794344473007,56116.0,69054.28,49967.736502,36398.5,16.0,0.3693,0.6307
University of Illinois Springfield,12231.0,0.79487179487179,54111.0,58971.81,47989.064877,31146,12.0,0.4711,0.5289
Sauk Valley Community College,7806.0,,40720.0,55846.46,33615.200255,25381,12.0,0.3941,0.6059
Shawnee Community College,11659.0,,29971.0,40882.9,21921.118699,19260,13.0,0.3388,0.6612
St. Augustine College,4891.0,,31424.0,53401.34,21427.859466,18468,9.0,0.1821,0.8179
University of Saint Mary of the Lake,24459.0,,61144.0,,,,,,
Southeastern Illinois College,5616.0,,38861.0,40165.03,19300.654971,14652,16.0,0.4401,0.5599
National Latino Education Institute,250147.0,,34951.0,49175.23,25631.432836,22685,,0.0,0.0
Spertus College,74827.0,,,,,,,,
Spoon River College,9618.0,,,48771.19,32815.357664,24347,16.0,0.3971,0.6029
Saint Anthony College of Nursing,12476.0,1.0,69738.0,71060.04,50551.901639,35401,6.0,0.1164,0.8836
Educators of Beauty College of Cosmetology-Sterling,6633.0,,17572.0,58190.16,31713.909091,21992,6.0,0.0,1.0
Southern Illinois University-Carbondale,22052.0,0.95148132245598,49119.0,59313.76,53426.488107,37454,10.0,0.5175,0.4825
Southern Illinois University-Edwardsville,17873.0,0.98065591995553,52692.0,59952.94,63790.22595,49753.5,15.0,0.4267,0.5733
Taylor Business Institute,916.0,0.89130434782608,32810.0,46614.78,8305.5121951,0,12.0,0.5152,0.4848
Telshe Yeshiva-Chicago,15456.0,0.93333333333333,,55675.67,47170.153846,45448.5,11.0,1.0,0.0
South Suburban College,11446.0,,37410.0,58982.77,19283.610725,16067,13.0,0.2972,0.7028
Tri-County Beauty Academy,3427.0,,14807.0,48116.46,34978.809524,23543,9.0,0.0,1.0
Trinity Christian College,9216.0,0.76240458015267,48798.0,74534.57,66200.800648,50000,9.0,0.3522,0.6478
Trinity International University-Illinois,12051.0,0.9142091152815,45762.0,72368.27,57731.865613,38553,12.0,0.5987,0.4013
Triton College,6898.0,,43021.0,63376.98,28251.280391,23692.5,19.0,0.4829,0.5171
University of Spa & Cosmetology Arts,1950.0,,20050.0,54685.8,36266.00361,21980,11.0,0.1258,0.8742
VanderCook College of Music,6683.0,1.0,47657.0,65913.33,66916.893617,59619,4.0,0.4583,0.5417
Waubonsee Community College,7875.0,,40894.0,79173.88,42629.162831,30454,20.0,0.4346,0.5654
Oak Point University,14561.0,,75735.0,65691.25,41522.512241,27756,7.0,0.1858,0.8142
Western Illinois University,15926.0,0.72484628283957,48405.0,67698,52192.447614,36222,13.0,0.4364,0.5636
Wheaton College,16446.0,0.86251881585549,48428.0,81885.15,117081.60665,89742,11.0,0.4494,0.5506
William Rainey Harper College,9116.0,,46237.0,83229.54,34029.615346,25797,16.0,0.4458,0.5542
Anderson University,10101.0,0.62445912092917,45316.0,64040.72,69729.815418,59206,9.0,0.4591,0.5409
Ball State University,10275.0,0.68165773303699,47689.0,62817.43,73629.964949,61975,14.0,0.3864,0.6136
Bethel University,8791.0,0.9792,46610.0,61051.82,56255.525358,45226,11.0,0.3671,0.6329
Butler University,13227.0,0.80547588005215,62026.0,71968.39,128612.29469,109207,11.0,0.4043,0.5957
Calumet College of Saint Joseph,8108.0,,47613.0,57573.54,44777.323834,28978.5,12.0,0.5498,0.4502
Christian Theological Seminary,14649.0,,,,,,,,
College of Court Reporting Inc,6966.0,,39099.0,68213.51,36506.674286,27431,15.0,0.0427,0.9573
Concordia Theological Seminary,12046.0,,,,,,,,
Tricoci University of Beauty Culture-Highland,3782.0,,21576.0,63968.37,33236.663889,18035.5,15.0,0.0169,0.9831
DePauw University,21130.0,0.64670763827919,57112.0,72050.75,101778.52202,82288,9.0,0.4959,0.5041
Don Roberts School of Hair Design,3943.0,,23782.0,67999.15,35317.355932,18830,2.0,0.0,1.0
Earlham College,25724.0,0.69077757685352,34083.0,66410.88,70849.462366,62075,7.0,0.4564,0.5436
University of Evansville,12395.0,0.74952198852772,46244.0,61532.75,79599.978177,68453,10.0,0.3893,0.6107
Franklin College,9304.0,0.94650723725613,46223.0,61682.88,84258.248555,74443,11.0,0.5386,0.4614
Goshen College,9353.0,0.92849846782431,44233.0,61693.43,67310.850962,55672,9.0,0.3917,0.6083
Grace College and Theological Seminary,6411.0,0.83164739884393,38759.0,63627.14,70625.305842,62574,20.0,0.3899,0.6101
Hanover College,15579.0,0.72789896670493,45895.0,64885.98,84113.434156,76697.5,11.0,0.488,0.512
J Michael Harrold Beauty Academy,3319.0,,18685.0,48099.71,24096.935065,14118,16.0,0.0229,0.9771
Holy Cross College,5500.0,0.85942492012779,41336.0,72725.39,82606.960526,63590.5,14.0,0.5551,0.4449
PJ's College of Cosmetology-Clarksville,2038.0,,19414.0,54684.33,24303.19774,12519,10.0,0.0089,0.9911
Huntington University,10857.0,0.78774016468435,37730.0,63046.08,64431.23753,57815,12.0,0.4042,0.5958
Ivy Tech Community College,3225.0,,38557.0,61492.18,31666.246617,22587,21.0,0.4227,0.5773
Purdue University Fort Wayne,9268.0,0.83202929915099,47216.0,61940.3,56736.904312,46408,13.0,0.5077,0.4923
Indiana University-Purdue University-Indianapolis,18305.0,0.83611952086349,52331.0,64749.24,59530.646363,45002,13.0,0.4061,0.5939
University of Indianapolis,9549.0,0.77853725222146,51980.0,63891.1,67369.711185,55676,12.0,0.3619,0.6381
Indiana Institute of Technology,2973.0,0.65008025682183,48779.0,60972.77,24084.987228,14380,15.0,0.6007,0.3993
University of Southern Indiana,7735.0,0.96405482286009,46893.0,57279.45,63799.684087,54413,16.0,0.35,0.65
Indiana State University,9989.0,0.93680947460456,47041.0,56049.16,53191.089587,39723,16.0,0.4358,0.5642
Indiana University-Kokomo,6981.0,0.90350877192982,48742.0,60071.06,52703.230474,41864.5,15.0,0.3518,0.6482
Indiana University-South Bend,9022.0,0.88942731277533,46059.0,59249.25,51829.940664,40867.5,12.0,0.3506,0.6494
Indiana University-Bloomington,15417.0,0.85042367413652,57463.0,70094.49,98551.582776,75001,17.0,0.5013,0.4987
Indiana University-Northwest,8627.0,0.85481927710843,48057.0,61713.1,50993.0901,36436,14.0,0.2656,0.7344
Indiana University-Southeast,8378.0,0.90054972513743,46243.0,57669.69,49696.40246,36062.5,12.0,0.4018,0.5982
Indiana University-East,7266.0,0.80512422360248,48167.0,51277.14,46915.055136,35515,13.0,0.3399,0.6601
International Business College-Indianapolis,5850.0,0.73630136986301,30634.0,58726.19,49042.106436,37621,14.0,0.1607,0.8393
Taylor Institute of Cosmetology II,1716.0,,15939.0,52996.57,22032.857143,12682,11.0,0.0385,0.9615
Tricoci University of Beauty Culture-Lafayette,5103.0,,22267.0,,27734.366935,17538,14.0,0.0481,0.9519
Lincoln College of Technology-Indianapolis,4504.0,,43156.0,58381.74,36560.766357,24468,32.0,0.9075,0.0925
Manchester University,11114.0,0.76079077429983,46271.0,60877.57,69011.14538,63382.5,14.0,0.5077,0.4923
Marian University,10419.0,0.73087908600444,57234.0,65206.92,66541.726269,49554,14.0,0.3703,0.6297
Indiana Wesleyan University-Marion,10817.0,0.91907216494845,59834.0,62930.13,47124.81845,35007,12.0,0.3638,0.6362
Martin University,5237.0,,37687.0,51133.47,13436.548837,11230,11.0,0.2667,0.7333
Anabaptist Mennonite Biblical Seminary,19277.0,,,,,,,,
Mid-America College of Funeral Service,3285.0,,36992.0,53904.56,40665.547368,28486,11.0,0.3137,0.6863
West Michigan College of Barbering and Beauty,1417.0,,21940.0,51906.49,15310.23913,8710.5,20.0,0.5455,0.4545
University of Notre Dame,29167.0,0.1506640724135,83696.0,76710.92,134386.61095,112232,9.0,0.5158,0.4842
Oakland City University,5667.0,0.72617743702081,44098.0,52931.31,52093.980132,41786,12.0,0.5017,0.4983
PJ's College of Cosmetology-Richmond,2447.0,,,49420.58,22428.511111,10071,12.0,0.0566,0.9434
Ravenscroft Beauty College,2954.0,,18301.0,58158.68,22646.864286,14613,15.0,0.3151,0.6849
Rogers Academy of Hair Design,2649.0,,18814.0,55792.91,24769.036765,15525,16.0,0.367,0.633
Rose-Hulman Institute of Technology,20325.0,0.77402998236331,88989.0,67724.52,120003.36672,105358,11.0,0.7547,0.2453
University of Saint Francis-Fort Wayne,9459.0,0.99395313681027,53874.0,63802.5,62178.923691,52419,11.0,0.297,0.703
Saint Mary-of-the-Woods College,9225.0,0.70320197044334,40878.0,56558.81,46756.570423,37057,10.0,0.1747,0.8253
Saint Mary's College,11669.0,0.83071033602722,54703.0,72879.94,107245.79967,87888,9.0,0.0,1.0
Saint Meinrad School of Theology,12869.0,,,,,,,,
Saint Elizabeth School of Nursing,12140.0,1.0,61638.0,57598.03,64530.238095,35252,8.0,0.0769,0.9231
Taylor University,10181.0,0.72852233676975,46618.0,68822.46,86187.446112,73593,12.0,0.4571,0.5429
Trine University,8108.0,0.78499520613614,56027.0,60275.33,68261.493438,56102,16.0,0.6318,0.3682
Valparaiso University,11068.0,0.93174733388022,57084.0,72576.06,82939.049832,70535,11.0,0.4228,0.5772
Vincennes Beauty College,4075.0,,,44657.34,33617.875,20854,14.0,0.0238,0.9762
Vincennes University,7028.0,,43646.0,53574.4,42630.224383,31863,22.0,0.5455,0.4545
Wabash College,17005.0,0.61590214067278,55029.0,66824.54,95750.368732,88462,9.0,1.0,0.0
Allen College,10515.0,1.0,59710.0,55286.77,72391.3,56247,9.0,0.0796,0.9204
Briar Cliff University,8937.0,,49952.0,55366.81,57009.004717,44561,12.0,0.4861,0.5139
Buena Vista University,6490.0,0.65980560320182,43572.0,51579.73,51688.372549,40952,11.0,0.3708,0.6292
Capri College-Dubuque,5152.0,,23562.0,53868.75,38572.123552,24000,10.0,0.0405,0.9595
Capri College-Cedar Rapids,4226.0,,24216.0,60489.75,43597.5,27657,13.0,0.0417,0.9583
Central College,12884.0,0.74523160762942,45682.0,59591.09,89632.237024,81191.5,12.0,0.5136,0.4864
Clarke University,11063.0,0.88783649052841,49292.0,57836.44,76926.591787,66479,8.0,0.5513,0.4487
Coe College,9295.0,0.72659711304844,48734.0,61192.02,79877.420821,73952.5,9.0,0.4328,0.5672
Cornell College,12307.0,0.81100141043723,40736.0,67428.42,96782.202247,80000,12.0,0.5244,0.4756
Des Moines Area Community College,6251.0,,42717.0,59440.13,47541.859271,34507,19.0,0.4217,0.5783
Divine Word College,25072.0,1.0,,62828.22,11056.769231,1823,6.0,0.3731,0.6269
Dordt University,10206.0,0.73228840125391,49041.0,61155.28,98374.75448,83534.5,14.0,0.5287,0.4713
Drake University,11766.0,0.69074634392334,58053.0,70375.31,102913.27962,89603,11.0,0.3969,0.6031
University of Dubuque,10713.0,0.76430446194225,50927.0,58943.3,56487.561939,41836.5,10.0,0.5822,0.4178
Ellsworth Community College,6152.0,,39881.0,51625.77,51203.470958,39957,17.0,0.5105,0.4895
Emmaus Bible College,12393.0,0.99056603773584,35815.0,63394.45,53999.728814,44972,7.0,0.4545,0.5455
Eastern Iowa Community College District,4557.0,,39633.0,56458.3,36375.835065,25444.5,19.0,0.3389,0.6611
Faith Baptist Bible College and Theological Seminary,5334.0,0.56140350877192,29495.0,57604.15,53622.89916,48044,15.0,0.4882,0.5118
Graceland University-Lamoni,8252.0,0.66621712744436,45343.0,56137.53,61309.752116,49130,13.0,0.4816,0.5184
Grand View University,6947.0,0.99546742209631,49949.0,62140.86,65150.205773,50047.5,12.0,0.4798,0.5202
Grinnell College,31368.0,0.10539332255302,47752.0,70311.1,90298.834884,74915.5,9.0,0.4729,0.5271
Orion Technical College,3938.0,,32238.0,55761.89,32450.879397,20621,12.0,0.3981,0.6019
Hawkeye Community College,8712.0,,42175.0,51835.93,48491.8398,37546,18.0,0.4079,0.5921
American Hair Academy,6787.0,,,,44801.189189,27723,13.0,0.0385,0.9615
Indian Hills Community College,9760.0,,42974.0,46697.61,40438.151905,31070,14.0,0.4482,0.5518
Iowa Central Community College,6179.0,,40835.0,51482.39,40878.992835,29191,17.0,0.5201,0.4799
Iowa Lakes Community College,9611.0,,40981.0,49517.17,46542.760042,36840.5,12.0,0.5283,0.4717
UnityPoint Health-Des Moines School of Radiologic Technology,6919.0,,,67733.06,31528.083333,16330,7.0,0.1429,0.8571
Iowa School of Beauty-Des Moines,3020.0,,25063.0,61022.61,31215.964789,21819.5,6.0,0.0417,0.9583
Iowa State University,9454.0,0.91123446480326,57669.0,61269.08,88654.336736,76488,18.0,0.5616,0.4384
Iowa Wesleyan University,6229.0,0.81901372648703,40998.0,55010.75,46235.056604,33464,12.0,0.5844,0.4156
Iowa Western Community College,5529.0,,44014.0,54571.92,42782.27073,29881,19.0,0.4504,0.5496
University of Iowa,14373.0,0.86208433627529,57730.0,63769.8,88575.421415,72993,15.0,0.4422,0.5578
Kirkwood Community College,9007.0,,40803.0,57859.15,44667.259399,31617,18.0,0.4214,0.5786
La James International College-Cedar Falls,7358.0,,26028.0,53006.22,23975.823529,17852.5,12.0,0.087,0.913
La James International College-Johnston,3479.0,,25333.0,60652.6,32103.422764,19110,12.0,0.0217,0.9783
La James College of Hairstyling and Cosmetology,4045.0,,19113.0,49459.95,34921.126582,21532,7.0,0.0,1.0
La James International College-Ft Dodge,3449.0,,24669.0,50989.35,23392.666667,14956,7.0,0.0,1.0
Loras College,8136.0,0.7195589645254,48429.0,66273.98,97177.18693,85517.5,11.0,0.5825,0.4175
Luther College,11698.0,0.76072144288577,46088.0,65739.49,101763.96602,92364,11.0,0.4353,0.5647
Maharishi International University,6823.0,0.94827586206896,24750.0,60879.44,36433.321839,8040,13.0,0.2331,0.7669
Marshalltown Community College,6073.0,,37969.0,52319.04,41867.022164,34741,19.0,0.4159,0.5841
Mercy College of Health Sciences,9820.0,0.96969696969696,57497.0,62864.55,59736.961872,41783,9.0,0.1589,0.8411
Morningside University,6700.0,0.73800061143381,55004.0,54990.75,76683.640777,71161.5,13.0,0.5076,0.4924
Mount Mercy University,6971.0,0.80985915492957,54875.0,61693.27,63068.8,50311.5,14.0,0.3445,0.6555
Ashford University,1458.0,,41687.0,62011.29,22866.102939,17066,21.0,0.3494,0.6506
North Iowa Area Community College,9617.0,,39080.0,50916.63,50768.203883,40270.5,21.0,0.4522,0.5478
University of Northern Iowa,10254.0,0.85792120704107,46275.0,56117.97,76814.519481,70582.5,16.0,0.3894,0.6106
Northwestern College,8376.0,0.83020477815699,45575.0,58600.59,85952.141649,81300,12.0,0.4932,0.5068
Northeast Iowa Community College,11233.0,,41273.0,52213.56,44155.632121,33205.5,12.0,0.3166,0.6834
Northwest Iowa Community College,6481.0,,52503.0,52188.07,52156.180303,43487.5,15.0,0.4865,0.5135
Des Moines University-Osteopathic Medical Center,12351.0,,92955.0,61294.59,,,,,
Iowa School of Beauty-Ottumwa,2588.0,,16767.0,46711.56,34478.8,23711.5,4.0,0.0,1.0
Palmer College of Chiropractic,11132.0,,,59646.88,35225.318841,17737,8.0,0.4615,0.5385
PCI Academy-Ames,3399.0,,28526.0,68923.73,53736.546547,38753,15.0,0.015,0.985
Saint Ambrose University,9724.0,0.72409488139825,54978.0,63314.56,80263.644177,69543.5,12.0,0.4532,0.5468
